question,answer,category,intent_id,variant_group,status
why is my hair getting thinner at the front,"Hair thinning near the front or centre parting may happen because androgen-related hormone patterns shorten the normal growth phase of scalp hair. Over time strands may regrow finer, making the scalp more visible.",symptoms_hormonal,scalp_hair_thinning,hormonal,active
why am i tired even after sleeping,"Fatigue that continues after sleep can happen when blood sugar regulation, stress hormones, inflammation and hormone imbalance overlap. Some women with PCOS describe waking up tired even after enough hours of sleep because the body still feels metabolically strained.",symptoms_metabolic,fatigue_with_pcos,metabolic,active
why do i feel swollen with pcos,"Feeling swollen can happen when hormone fluctuation, water retention, digestion changes or inflammatory processes overlap. Some women notice this more before periods, after poor sleep, or during times of increased stress.",symptoms_inflammatory,bloating_with_pcos,inflammatory,active
why do i feel bloated all the time,"Persistent bloating may reflect digestion, hormone fluctuation, cycle timing or inflammatory sensitivity. In PCOS bloating is reported by many women, although it is not considered one of the main defining symptoms by itself.",symptoms_inflammatory,bloating_with_pcos,inflammatory,active
why do my symptoms get worse when i am stressed,"Stress can intensify symptoms because cortisol affects blood sugar regulation, inflammation, appetite and sleep quality. When stress remains high, many women notice stronger cravings, acne, fatigue or cycle disruption.",symptoms_inflammatory,stress_and_pcos,inflammatory,active
why do my symptoms change every month,"PCOS symptoms may change across the month because hormone levels are not static. Stress, sleep, ovulation pattern, food intake and cycle timing can all influence how symptoms feel at different times.",symptoms_general,symptoms_general_general,general,active
why do i feel emotional with pcos,"Feeling emotional can happen when hormone fluctuation, fatigue, stress and the emotional burden of ongoing symptoms overlap. Many women describe frustration, low mood or emotional sensitivity when symptoms feel difficult to predict.",management,emotional_wellbeing_with_pcos,management,active
why do i feel low about my body,"Visible symptoms such as acne, facial hair, weight change or scalp thinning can affect confidence, especially when they feel difficult to explain or control. Clinical research increasingly recognises that emotional wellbeing deserves attention alongside physical symptoms in PCOS.",management,emotional_wellbeing_with_pcos,management,active
why do i feel like my body has changed,"Many women with PCOS describe feeling that their body changes in ways they did not expect, especially when symptoms appear gradually across skin, hair, weight or cycles. This often reflects hormonal and metabolic patterns developing over time rather than one sudden cause.",management,emotional_wellbeing_with_pcos,management,active
why do i feel confused about what symptom matters most,"PCOS often presents through several symptoms at once, which is why many women struggle to know which sign matters most. Cycle changes, skin changes, cravings, fatigue and mood may all appear together or at different times, making early understanding difficult.",management,emotional_wellbeing_with_pcos,management,active
why is my period late with pcos,"A late period in PCOS usually happens because ovulation may not occur at the expected time. When the ovaries do not release an egg regularly, hormone signals that normally guide the menstrual cycle become delayed, which means bleeding may also happen later than expected. Some women notice long cycle gaps, while others experience unpredictable timing from month to month.",symptoms_hormonal,period_irregularity,hormonal,active
why do i miss periods with pcos,"Missed periods often happen when ovulation does not occur consistently. Without regular ovulation, the hormonal sequence that usually leads to menstruation becomes disrupted, so bleeding may stop for a time or happen much less often.",symptoms_hormonal,period_irregularity,hormonal,active
why are my periods irregular,"Irregular periods are common in PCOS because hormone signals involved in ovulation may not follow a predictable monthly rhythm. This means cycle length can vary, with some women experiencing short cycles and others noticing long delays between periods.",symptoms_hormonal,period_irregularity,hormonal,active
why do my periods come after many weeks,"When periods arrive after many weeks, it often suggests that ovulation has been delayed or has not happened regularly. In PCOS this can happen because ovarian hormone communication becomes less predictable, which changes when the uterine lining sheds.",symptoms_hormonal,period_irregularity,hormonal,active
why is my cycle always changing,"Cycle timing may change when ovulation happens inconsistently from month to month. Stress, sleep changes, weight fluctuation and wider hormone patterns can all influence how regular the cycle feels.",symptoms_hormonal,period_irregularity,hormonal,active
why is my bleeding different every month,"Bleeding can vary because the uterine lining may build differently depending on how delayed ovulation has been. Some months bleeding may feel lighter, while in other months it may feel heavier or longer.",symptoms_hormonal,period_irregularity,hormonal,active
why is my period very light,"A light period may happen when hormone levels do not build the uterine lining as strongly before bleeding begins. In PCOS this can happen during cycles where ovulation is weak, delayed or absent.",symptoms_hormonal,period_irregularity,hormonal,active
why is my period suddenly heavy,"Heavy bleeding can happen when the uterine lining has built up over a longer time before shedding. If cycles are delayed, the lining may become thicker, which can lead to heavier bleeding once menstruation begins.",symptoms_hormonal,period_irregularity,hormonal,active
why do i spot before my period,Spotting may happen when hormone levels shift unevenly before full bleeding begins. In PCOS this sometimes happens when ovulation timing is unclear or when cycle hormones rise and fall irregularly.,symptoms_hormonal,period_irregularity,hormonal,active
why do i get brown discharge before my period,Brown discharge often means older blood is leaving the body slowly before full bleeding starts. In irregular cycles this can happen when hormone timing is delayed or bleeding begins gradually.,symptoms_hormonal,period_irregularity,hormonal,active
why do my periods disappear for months,"Periods may disappear for months when ovulation is absent for several cycles. Without regular ovulation, the hormonal pattern needed for menstruation may pause or become highly delayed.",symptoms_hormonal,period_irregularity,hormonal,active
why do i feel different before my period every month,"Pre-period symptoms may feel different because hormone fluctuations are not always identical from one cycle to another. Stress, sleep, appetite and ovulation timing can all influence how symptoms are felt each month.",symptoms_hormonal,period_irregularity,hormonal,active
why do i get more acne before my period,Acne often becomes worse before bleeding because hormone shifts can increase oil production in the skin just before menstruation begins. In PCOS this effect may feel stronger when androgen activity is already elevated.,symptoms_hormonal,period_irregularity,hormonal,active
why do cravings get worse before my period,Cravings often increase before a period because hormone shifts can affect appetite signals and blood sugar stability. In women with PCOS this may feel stronger when insulin-related symptoms are already present.,symptoms_metabolic,period_irregularity,hormonal,active
why do i feel more tired before my period,"Fatigue before a period may happen because hormone changes affect energy regulation, sleep quality and blood sugar balance. In PCOS this can overlap with existing fatigue patterns.",symptoms_metabolic,period_irregularity,hormonal,active
why does stress delay my period,"Stress can delay a period because cortisol affects hormone communication between the brain and ovaries. When stress remains high, ovulation may happen later than expected, which shifts the cycle.",symptoms_inflammatory,period_irregularity,hormonal,active
can stress stop my period temporarily,"High stress can temporarily interrupt normal cycle timing because cortisol influences the hormone signals that guide ovulation. This does not always mean PCOS, but stress can intensify existing irregularity.",symptoms_inflammatory,period_irregularity,hormonal,active
what are the rotterdam criteria for pcos,"The Rotterdam criteria are one widely used framework clinicians may use when assessing PCOS. They generally look for a combination of signs such as irregular ovulation or menstrual patterns, clinical or biochemical signs of increased androgen activity, and polycystic-appearing ovaries on ultrasound—while also ruling out other conditions that can mimic PCOS. Not every person meets every feature, and criteria can evolve with guidelines. HerSignal explains this for background only; only a qualified clinician can apply diagnostic rules to you.",basics,ext_rotterdam_criteria,basics,active
what is amh and does it relate to pcos,"Anti-Müllerian hormone (AMH) reflects ovarian reserve—the pool of small follicles the ovaries are carrying. In PCOS, AMH is often higher than average because many small follicles may be present, but AMH is not a standalone PCOS test and it does not diagnose PCOS by itself. It is sometimes used alongside history, examination, and other tests. Your clinician can interpret AMH in context.",basics,ext_amh_pcos,basics,active
can you have pcos if your testosterone blood test is normal,"Yes. Some people with PCOS have clinical signs of androgen excess—such as acne or hirsutism—without a clearly elevated testosterone on a single blood draw. Timing of the test, which androgen markers were measured, and individual sensitivity can all matter. Diagnosis relies on a wider pattern, not one isolated lab value.",symptoms_hormonal,ext_testosterone_normal_pcos,hormonal,active
what is free testosterone versus total testosterone,"Total testosterone measures the hormone circulating in blood overall. Free testosterone refers to the fraction not tightly bound to carrier proteins like SHBG, and some clinicians feel it better reflects activity at tissues. In PCOS discussions both may appear on lab reports, but interpretation belongs with a clinician because assays and timing vary.",basics,ext_free_vs_total_t,basics,active
what is shbg and why is it mentioned with pcos,"Sex hormone-binding globulin (SHBG) is a protein that binds sex hormones and influences how much hormone is ‘free’ or active. Insulin resistance and weight change can lower SHBG, which may change how androgen-related symptoms are expressed or measured. It is one piece of a wider clinical picture.",symptoms_metabolic,ext_shbg_explained,metabolic,active
what is dheas on a blood test,"DHEA-S is an adrenal androgen precursor. Sometimes it is measured when clinicians want to understand whether androgen signs could relate more to adrenal contribution than ovarian contribution. Mild elevations can occur in several situations, so results need clinical interpretation—not online guessing.",basics,ext_dheas_explained,basics,active
can high prolactin be mistaken for pcos,"Elevated prolactin can disrupt ovulation and periods, which might look like PCOS-related irregular cycles from the outside. That is one reason clinicians may check prolactin or review medications and thyroid health when cycles are irregular. Ruling out other causes is a normal part of careful assessment.",basics,ext_prolactin_overlap,basics,active
how is pcos different from thyroid problems,"Thyroid disorders can change periods, weight, energy, mood, and skin. PCOS overlaps some symptoms but involves different hormone pathways centred on ovulation, androgens, and often insulin-related processes. Because symptoms can look alike, thyroid tests are commonly considered when evaluating irregular cycles.",basics,ext_thyroid_vs_pcos,basics,active
what is ha and how is it different from pcos,"Hypothalamic amenorrhea (HA) is loss of periods often linked to low energy availability, high training load, major stress, or low body weight. It can look like ‘missing periods’ similar to PCOS, but the mechanisms differ. Accurate distinction matters for treatment, which is why professional evaluation is important.",basics,ext_ha_vs_pcos,basics,active
can pcos overlap with premature ovarian insufficiency,"They are different conditions: PCOS often involves many small follicles and irregular ovulation, while premature ovarian insufficiency reflects reduced ovarian function and often low oestrogen patterns. Rarely, symptoms can be confusing without testing, so persistent cycle changes should be reviewed clinically rather than self-labelled.",fertility,ext_poi_vs_pcos,fertility,active
why might a doctor order a 17 hydroxyprogesterone test,"This test helps evaluate whether symptoms could relate to non-classic congenital adrenal hyperplasia (CAH), which can sometimes mimic PCOS-related androgen or cycle changes. It is an example of why ‘PCOS-like’ symptoms are not always PCOS until other conditions are considered.",safety,ext_cah_screening,safety,active
what is an oral glucose tolerance test and why is it used,An oral glucose tolerance test (OGTT) measures how blood glucose changes after a controlled sugar drink over several hours. In PCOS care it is sometimes used to assess glucose tolerance and pregnancy-related planning because standard fasting tests may miss some patterns. Whether you need it depends on your clinician and context.,symptoms_metabolic,ext_ogtt_explained,metabolic,active
what does hba1c measure,"HbA1c reflects average blood glucose over roughly the past few months. It is commonly used in metabolic monitoring, but it does not capture every pattern that OGTT might reveal. Your clinician chooses tests based on your history and risk.",symptoms_metabolic,ext_hba1c_explained,metabolic,active
what is homa ir,"HOMA-IR is a calculated estimate sometimes used in research or clinic settings as a proxy for insulin resistance. It is not universally used or perfectly accurate for everyone. If it appears on a report, ask your clinician what it means for you personally.",symptoms_metabolic,ext_homa_ir,metabolic,active
can pcos increase the risk of fatty liver,"PCOS is often discussed alongside metabolic risk factors, and some people may have a higher chance of fatty liver (NAFLD) when insulin resistance and weight patterns are present—but risk is individual. Screening approaches depend on local guidance and your clinician. This is a reason long-term metabolic follow-up can matter.",symptoms_metabolic,ext_nafld_risk,metabolic,active
is sleep apnea more common with pcos,"Some studies suggest people with PCOS may have a higher prevalence of obstructive sleep apnea, especially with insulin resistance and weight change. Poor sleep can worsen fatigue, cravings, and mood. If snoring, gasping, or daytime sleepiness are present, mentioning it to a clinician can be worthwhile.",symptoms_metabolic,ext_sleep_apnea,metabolic,active
why do long gaps between periods matter for womb lining health,"When periods are very infrequent, the uterine lining may be exposed to oestrogen without regular shedding. Over long stretches this can be linked—depending on individual factors—to lining changes that clinicians sometimes monitor. If you go many months without a period, seeking medical advice is sensible; this is not something to ignore ‘because PCOS is common’.",safety,ext_endometrial_long_cycles,safety,active
what is a withdrawal bleed on the pill,"A withdrawal bleed is bleeding that happens during the pill-free or placebo week of combined oral contraceptives. It is not the same as natural ovulatory menstruation for everyone. If you use hormonal contraception, your clinician can explain what bleeding patterns mean in your situation.",symptoms_hormonal,ext_pill_withdrawal_bleed,hormonal,active
can birth control help pcos symptoms,"Combined hormonal contraception is commonly used in clinical care to regulate bleeding patterns and reduce androgen-driven skin symptoms for some people. It is not suitable for everyone (for example certain medical histories), and choices should be personalised. HerSignal does not prescribe; this is general education.",management,ext_birth_control_pcos,management,active
what is metformin often used for in pcos,"Metformin is a medication sometimes used off-label or in specific contexts to improve insulin sensitivity and support metabolic symptoms in PCOS. It can cause gastrointestinal side effects and is not automatically needed for every person. Whether to use it is a medical decision based on labs, symptoms, and goals.",management,ext_metformin_education,management,active
what is spironolactone used for with pcos,"Spironolactone is sometimes prescribed to reduce androgen-driven skin symptoms such as acne or hirsutism in selected cases. It is not safe in pregnancy, requires monitoring, and must be prescribed and supervised by a clinician. Do not start or stop prescription medicines without medical advice.",management,ext_spironolactone_education,management,active
what are ovulation induction medications,"Ovulation induction refers to prescription approaches that aim to help the ovaries release eggs more predictably when trying to conceive. Names you may hear in clinic discussions include letrozole or clomiphene, but protocols differ by country and individual risk. Fertility treatment should always be guided by specialists.",fertility,ext_ovulation_induction,fertility,active
why are ovulation predictor kits unreliable for some people with pcos,"OPKs detect luteinising hormone surges. In PCOS, LH patterns can be higher or more variable across the cycle, which may cause false ‘positive’ readings or confusing patterns. Many people still track them, but results may be easier to interpret alongside clinical monitoring or ultrasound.",fertility,ext_opk_pcos,fertility,active
what is basal body temperature tracking,"Basal body temperature (BBT) tracking records morning temperature to infer whether ovulation likely occurred after the fact. It does not predict ovulation in advance very well and can be influenced by illness, sleep, and travel. It can be a helpful reflection tool for some, but it is not a diagnosis tool.",fertility,ext_bbt_tracking,fertility,active
what does antral follicle count mean on ultrasound,"Antral follicles are small follicles visible early in the cycle. A higher count can be consistent with a polycystic ovarian pattern on imaging, but imaging alone does not diagnose PCOS—context and criteria matter. Ultrasound findings should be interpreted by qualified clinicians.",basics,ext_afc_ultrasound,basics,active
can pelvic ultrasound be uncomfortable,"Some people feel mild discomfort or pressure during a transvaginal ultrasound, while others find it straightforward. If you have pain, vaginismus history, or trauma triggers, telling the sonographer ahead of time can help them adapt the approach. You can ask for breaks or to stop if needed.",safety,ext_ultrasound_comfort,safety,active
is pcos different in teenagers,"Adolescent PCOS assessment can be complicated because normal teen development can temporarily include irregular cycles or acne. Guidelines often emphasise careful evaluation over rushing labels. If you are a teen or parent, paediatric or adolescent gynaecology pathways may be appropriate.",basics,ext_adolescent_pcos,basics,active
does pcos change after menopause,"PCOS tendencies can evolve with age as ovulation becomes less frequent and hormone patterns shift, but metabolic aspects may still matter long term. Experiences vary widely. Ongoing general health follow-up remains relevant even when cycles stop.",basics,ext_menopause_transition,basics,active
can pcos affect libido,"Some people notice changes in sexual desire related to fatigue, mood, body image distress, pain, hormone patterns, or medications. Libido is multifactorial and not something to feel ashamed about. If distressing, discussing with a clinician or counsellor can help identify contributors.",management,ext_libido_pcos,management,active
can pcos cause pain during sex,"Pain with intercourse is not a defining PCOS feature, but it can co-exist with other conditions (for example endometriosis, pelvic floor tension, infection, or dryness). Persistent pain deserves medical assessment rather than assuming it is ‘just PCOS’.",safety,ext_dyspareunia,safety,active
what is the link between pcos and endometriosis,"PCOS and endometriosis are different conditions, but some people have both. Endometriosis may cause painful periods, deep pain, or bowel symptoms, while PCOS may dominate cycle irregularity or androgen symptoms. If pain is severe or progressive, seek evaluation.",symptoms_inflammatory,ext_endometriosis_comorbidity,inflammatory,active
can fibroids cause heavy bleeding if i also have pcos,"Uterine fibroids can contribute to heavy or prolonged bleeding. PCOS can also change bleeding patterns through irregular ovulation. If bleeding is heavy enough to cause dizziness, shortness of breath, or flooding, seek urgent medical care.",safety,ext_fibroids_bleeding,safety,active
what is gestational diabetes and why is screening discussed,Gestational diabetes is glucose intolerance that begins during pregnancy. People with PCOS may be offered earlier or additional screening because insulin-related risk can be higher in some pregnancies. Screening protocols depend on local guidance and your care team.,fertility,ext_gdm_screening,fertility,active
should i take folic acid if trying to conceive with pcos,Folic acid supplementation is commonly recommended before conception and in early pregnancy to support neural tube development in many guidelines. The right dose and formulation can depend on medical history and local advice. Ask a clinician or pharmacist for personalised guidance.,fertility,ext_folic_acid_ttc,fertility,active
what is iui in simple terms,"Intrauterine insemination (IUI) places prepared sperm into the uterus around the time of ovulation. It is one fertility pathway that may be considered depending on sperm factors, tube health, ovulation support needs, and clinic criteria. It is not guaranteed success and requires specialist oversight.",fertility,ext_iui_explained,fertility,active
when is ivf discussed for pcos,"IVF may be considered when ovulation induction has not worked, when there are additional fertility factors, when time-sensitive goals exist, or when clinically indicated. PCOS does not automatically mean IVF, but fertility journeys vary. A specialist can explain options without pressure.",fertility,ext_ivf_when,fertility,active
does pcos mean i will miscarry,"PCOS is sometimes studied in relation to pregnancy outcomes, but many people with PCOS have healthy pregnancies. If you have repeated pregnancy loss or specific risk factors, your obstetric team may suggest targeted monitoring. Avoid catastrophic thinking based on headlines; ask your clinician for your personal context.",fertility,ext_miscarriage_anxiety,fertility,active
can breastfeeding affect periods with pcos,"Breastfeeding can suppress ovulation for some people, which may pause periods temporarily. If cycles return, they may still be irregular with PCOS. Any unusual bleeding after birth should be discussed with a clinician.",fertility,ext_breastfeeding_cycles,fertility,active
what is pmdd and can it overlap with pcos,"Premenstrual dysphoric disorder (PMDD) involves severe mood symptoms in the late luteal phase. Hormone sensitivity may play a role, and people with PCOS can also have PMDD—but they are not the same thing. If mood swings feel disabling, seek mental health and gynaecology support.",management,ext_pmdd_overlap,management,active
is it normal to feel anxious while waiting for answers,"Yes. Uncertainty, symptom fluctuation, and long waits can increase anxiety. Breathing techniques, sleep routines, counselling, and peer support can help, but persistent anxiety deserves professional mental health support—not only ‘lifestyle tips’.",management,ext_diagnostic_anxiety,management,active
how can i prepare for a gynaecology appointment,"Write down: cycle dates, symptom changes, medications and supplements, family history, and your top three questions. Bring photos of skin or hair changes if helpful. If you feel dismissed, you can ask what criteria were used and what next investigations might clarify the picture.",management,ext_appointment_prep,management,active
what is a second opinion and when is it reasonable,"A second opinion means seeing another qualified clinician to review your history and tests. It can be reasonable if diagnosis feels unclear, symptoms worsen despite treatment, or you want confirmation before major decisions. It is a normal part of healthcare navigation.",safety,ext_second_opinion,safety,active
can intermittent fasting help pcos,"Some people experiment with time-restricted eating, but evidence in PCOS is mixed and fasting can be risky for some (for example eating disorder history, pregnancy, certain medications). If you want to try structured eating patterns, discuss safety with a clinician or dietitian first.",management,ext_intermittent_fasting,management,active
is a low carb diet required for pcos,"No single diet is required for everyone. Some people feel better with more protein and fibre and fewer refined carbohydrates because it can support steadier energy, but extremes are not automatically better. Sustainable patterns beat short harsh rules.",management,ext_low_carb_myth,management,active
what is berberine and why is it discussed online,"Berberine is a compound studied in some metabolic contexts and sometimes discussed alongside insulin sensitivity. Evidence quality and safety vary, and it can interact with medicines. Treat online hype cautiously and involve a clinician before starting.",supplements,ext_berberine,supplements,active
what is nac supplement,N-acetylcysteine (NAC) is an antioxidant sometimes explored in PCOS research for metabolic or ovulation-related outcomes. It is not a proven universal treatment and can cause side effects or interactions. Decisions should be clinician-guided.,supplements,ext_nac_supplement,supplements,active
does spearmint tea reduce facial hair,"Small studies have explored spearmint tea and androgen-related signs, but evidence is limited and not a replacement for medical care. If you enjoy herbal tea, it is unlikely to be harmful in moderation for most people, but keep expectations realistic.",supplements,ext_spearmint_tea,supplements,active
can magnesium help sleep or cravings,"Magnesium plays many roles in the body. Some people with low intake feel modest benefits for sleep or muscle relaxation when deficiency is addressed, but magnesium is not a PCOS cure. Dosing and forms vary; ask a clinician if you take medications.",supplements,ext_magnesium_general,supplements,active
is zinc important for skin and hormones,"Zinc contributes to skin repair and immune function and is sometimes discussed in acne education. Supplementation should not be guessed at high doses long term. Food sources include meat, legumes, seeds, and whole grains for many diets.",supplements,ext_zinc_general,supplements,active
what does omega 3 do,"Omega-3 fats are discussed in general anti-inflammatory nutrition. They may support cardiovascular health contexts, but they are not a standalone PCOS treatment. Food sources include oily fish; supplements vary in quality.",supplements,ext_omega3_general,supplements,active
should i stop dairy for pcos,"Dairy is not universally harmful or universally required to remove. Some people tolerate dairy well; others feel better with adjustments. If you suspect intolerance, a structured approach with a dietitian can help rather than strict elimination based on social media alone.",management,ext_dairy_pcos,management,active
does soy cause pcos to worsen,"Soy contains phytoestrogens, but typical dietary amounts are not established as harmful for PCOS in broad populations. If you have thyroid disease, discuss soy timing with your clinician, especially with levothyroxine absorption.",management,ext_soy_phytoestrogens,management,active
can continuous glucose monitors be educational,"CGMs measure interstitial glucose trends and can help some people understand meals, sleep, and stress responses. They are tools, not moral judgments about food. Access and indications vary, and interpretation should involve clinicians when used for medical decisions.",symptoms_metabolic,ext_cgm_educational,metabolic,active
why might iron levels be checked with fatigue,"Iron deficiency anaemia can cause fatigue and breathlessness that overlaps with PCOS-related tiredness. Clinicians may check iron studies when symptoms suggest it, because treating the wrong assumption can delay help.",symptoms_metabolic,ext_iron_fatigue,metabolic,active
can vitamin b12 deficiency mimic brain fog,"B12 deficiency can cause fatigue, tingling, mood changes, and cognitive fog. These symptoms overlap with many issues, including poor sleep and stress. If you are vegan or have absorption risk factors, testing may be especially relevant.",symptoms_metabolic,ext_b12_brain_fog,metabolic,active
what is a ruptured ovarian cyst and when is pain an emergency,"A cyst can sometimes leak or rupture, causing sudden sharp pelvic pain. Mild discomfort may settle, but severe pain, fainting, shoulder tip pain, fever, or heavy internal bleeding signs need urgent emergency care. Do not rely on apps to rule this out.",safety,ext_cyst_rupture_emergency,safety,active
what is mittelschmerz,"Mittelschmerz is one-sided ovulation pain that some people notice mid-cycle. It can be normal for them, but new severe pain should still be assessed to rule out other causes.",symptoms_hormonal,ext_mittelschmerz,hormonal,active
can laser hair removal help hirsutism,Laser can reduce hair growth for some people by targeting pigment in hair follicles. It may work less well for very light hair and usually requires multiple sessions. It is a cosmetic approach and does not replace medical evaluation of hormone drivers.,management,ext_laser_hair_removal,management,active
how does electrolysis differ from laser,"Electrolysis treats individual hairs and can be effective for lighter hairs where laser may struggle, but it is slower and can be more uncomfortable. Choosing between options depends on skin tone, hair colour, cost, and access to trained providers.",management,ext_electrolysis,management,active
what is minoxidil for scalp thinning,Minoxidil is a topical treatment sometimes used for androgen-related hair thinning under clinical guidance. It takes months to judge benefit and is not suitable for everyone (for example pregnancy). Do not start prescription-strength plans without a clinician.,management,ext_minoxidil_education,management,active
should i see a dermatologist for acne with pcos,"Dermatologists can help with skin-directed treatments, while gynaecologists or endocrinologists may address hormone drivers. Many people benefit from coordinated care, especially if acne is scarring or resistant.",management,ext_derm_acne,management,active
what is red s and how does it relate to athletes,"Relative energy deficiency in sport (RED-S) happens when training and under-fuelling disrupt hormones, bones, and metabolism. It can cause lost periods that resemble PCOS-related irregularity, but the cause differs. Athletes with cycle loss should seek specialist evaluation.",safety,ext_reds_athlete,safety,active
can pcos affect gender affirming hormone care,PCOS and gender diversity can intersect in nuanced ways. Some transmasculine people on testosterone still benefit from metabolic monitoring; some trans feminine people have PCOS histories that affect discussions with endocrinology. Seek affirming clinicians experienced in both areas.,management,ext_trans_hormones_pcos,management,active
where can i find peer support for pcos,"Many regions have PCOS charities, online communities, and patient groups. Peer support can reduce isolation, but it is not medical advice—verify claims and bring questions to your clinician.",management,ext_peer_support,management,active
how do i track symptoms without becoming obsessive,"A simple weekly note—sleep, stress, cycle day, skin, cravings, energy—can be enough. If tracking increases anxiety or feeds disordered eating, pause and seek support. Tools should serve you, not rule you.",management,ext_tracking_balance,management,active
what is a haemoglobin test for,"Haemoglobin helps assess anaemia. Heavy or irregular bleeding can contribute to low iron or anaemia over time. If you feel faint, very pale, or unusually breathless, seek medical advice.",symptoms_metabolic,ext_haemoglobin,metabolic,active
why might liver enzymes be checked,"Liver enzymes may be monitored in some metabolic assessments or before certain medications. They are not PCOS-specific, but metabolic health is often considered holistically in longer-term care.",symptoms_metabolic,ext_liver_enzymes,metabolic,active
can statins be relevant in pcos discussions,Cardiovascular risk discussions sometimes include cholesterol management in broader primary care. Whether statins or other therapies apply is individual and age- and risk-based. This is not something to self-start from general reading.,safety,ext_statins_general,safety,active
what is blood pressure monitoring for,"Blood pressure is part of general cardiometabolic health. PCOS is sometimes associated with higher blood pressure risk in some studies, but individual readings matter most. Home monitoring can help if your clinician recommends it.",symptoms_metabolic,ext_blood_pressure,metabolic,active
can migraines worsen around hormone shifts,"Some people notice migraine linked to oestrogen drops or cycle changes. If headaches are severe, new, or associated with neurological symptoms, seek urgent care. Hormone fluctuation is one of many triggers.",symptoms_inflammatory,ext_migraine_hormones,inflammatory,active
what is insulin sensitivity in plain language,"Insulin helps move glucose into cells for energy. When tissues respond less well, the body may compensate with more insulin. That state is often called insulin resistance and may relate to cravings, fatigue, and metabolic risk in some people with PCOS.",symptoms_metabolic,ext_insulin_sensitivity_plain,metabolic,active
why do some people bruise easily on metformin,"Metformin is not classically a ‘bruising drug,’ but if nutrition, B12 absorption, or platelet issues are present, bruising should be discussed with a clinician. Do not ignore new bruising with fatigue or bleeding.",safety,ext_metformin_bruising_note,safety,active
can antibiotics affect my cycle,"Illness and antibiotics can sometimes disrupt cycles indirectly through stress, gut symptoms, or interactions with hormonal contraception (enzyme-inducing antibiotics are uncommon but important exceptions). If contraception reliability is a concern, ask a pharmacist or clinician promptly.",symptoms_hormonal,ext_antibiotics_cycle,hormonal,active
can illness temporarily change my periods,Acute illness and inflammation can delay ovulation and shift bleeding timing for a cycle or two. Persistent irregularity still deserves review if it continues.,symptoms_inflammatory,ext_infection_cycle_shift,inflammatory,active
what is cycle day testing,"Some hormone tests are interpreted relative to cycle day (often early in the cycle). If you rarely bleed, clinicians may use other protocols or progestin-induced bleeding schedules. Follow the instructions you are given for timing.",fertility,ext_cycle_day_testing,fertility,active
what is a progesterone blood test for,"A progesterone level may help assess whether ovulation likely occurred in a given cycle, depending on timing. It is not perfect alone and must be interpreted by a clinician.",fertility,ext_progesterone_test,fertility,active
can pcos affect egg freezing discussions,"Egg freezing is an option some people explore for age-related fertility decline or medical reasons. PCOS may mean more follicles visible on scans, but egg quality and stimulation risks are individual. Fertility clinics assess safety and protocol.",fertility,ext_egg_freezing_pcos,fertility,active
what does chemical pregnancy mean,"Chemical pregnancy usually describes a very early pregnancy loss detected by hormones or tests before ultrasound confirmation. It can be emotionally painful. If recurrent, clinicians may suggest evaluation.",fertility,ext_chemical_pregnancy,fertility,active
why might someone need progesterone in early pregnancy,Progesterone support is sometimes used in specific pregnancy situations when a clinician identifies a reason. It is not something to self-prescribe from online stories. Always follow obstetric guidance.,fertility,ext_progesterone_pregnancy_note,fertility,active
can nausea be a side effect of pcos medications,"Many medicines used in PCOS care can cause nausea or digestive upset, especially when starting doses. Persistent vomiting, dehydration, or severe pain should be reviewed urgently.",safety,ext_medication_nausea,safety,active
what is a lipid panel,"A lipid panel measures cholesterol and triglycerides and is part of cardiometabolic risk assessment in many adults. How often it is checked depends on age, family history, and overall health.",symptoms_metabolic,ext_lipid_panel,metabolic,active
can pcos affect body image in relationships,Visible symptoms and fertility stress can affect intimacy and self-esteem. Honest communication with partners and counselling can help. You deserve support that does not minimise your experience.,management,ext_relationships_body_image,management,active
is it okay to ask for a female clinician,"Many services allow reasonable requests when available, though staffing may limit options. If trauma history makes examinations difficult, ask about adaptations, chaperones, smaller speculums, or stepwise care.",management,ext_clinician_preference,management,active
what is a chaperone during an exam,A chaperone is a trained staff member present during intimate examinations to support patient and clinician comfort and professionalism. You can ask whether one is available if it helps you feel safer.,management,ext_chaperone_exam,management,active
can melatonin affect hormones,"Melatonin supports sleep timing for some people, but it is a hormone-like signal and may not suit everyone. Discuss use in pregnancy, fertility treatment timing, and interactions with your clinician.",supplements,ext_melatonin_hormones,supplements,active
what is inositol ratio myo to d chiro,Some supplement products combine myo-inositol and D-chiro-inositol. Research discussions vary by ratio and population. Quality and dosing differ widely; clinician input helps avoid expensive guesswork.,supplements,ext_inositol_ratio,supplements,active
can probiotics help pcos,"Gut health is popular online, but probiotics are not established as a core PCOS treatment. They may be reasonable for specific digestive issues if a clinician agrees. Be wary of miracle claims.",supplements,ext_probiotics_pcos,supplements,active
what is mindful eating,"Mindful eating focuses on hunger cues, satisfaction, and reducing shame around food. It can help some people with binge-craving cycles, especially alongside professional eating-disorder screening when needed.",management,ext_mindful_eating,management,active
can caffeine worsen anxiety or palpitations with pcos,"Caffeine sensitivity varies. If you notice palpitations, panic, or poor sleep, reducing caffeine is a reasonable experiment. Persistent palpitations deserve medical review.",symptoms_metabolic,ext_caffeine_anxiety,metabolic,active
